rating	review
1	Make pizza large
1	It is cheesy and good in taste
1	please zomato location update karo
1	Make pizza large
2	It is cheesy and good in taste
1	please zomato location update karo
1	Make pizza large
3	It is cheesy and good in taste
1	please zomato location update karo
5	Make pizza large
5	It is cheesy and good in taste
5	please zomato location update karo
5	Make pizza large
1	It is cheesy and good in taste
1	please zomato location update karo
3	Make pizza large
1	It is cheesy and good in taste
5	please zomato location update karo
5	Make pizza large
5	It is cheesy and good in taste
1	please zomato location update karo
5	Make pizza large
5	It is cheesy and good in taste
1	please zomato location update karo
5	Make pizza large
5	It is cheesy and good in taste
1	please zomato location update karo
5	Make pizza large
5	It is cheesy and good in taste
1	please zomato location update karo
5	Make pizza large
3	It is cheesy and good in taste
1	please zomato location update karo
1	Make pizza large
1	It is cheesy and good in taste
3	please zomato location update karo
1	My all time favorite 
5	superb preparetion... n owner is supportive... as per instruction they have given... I think this the best ... at least once try food 
5	less salt
4	East or west level 1 best
5	fried rice was awesome it can be tasted again 😋 👌 
1	superb👌
5	very poor packing.<br/>the soup is cold<br/>this is pathetic 
1	osm
2	Zero Stars Nathi avta baki te apu  khavama vegetable ma thi smell ave che zero star 🙅‍♂️
4	This is actually don't acceptable. I am not happy with this packing. It's disgusting.
5	so tasty 😋😋😋<br/>it was amazing taste. we liked it 
1	very good 
5	pathetic taste of chutney
1	nice
1	chutney is very bad 🤢
1	good
5	taste less and stale food
5	price ke hisaab jesa hona chahiye vesa nahi he delivery bhi late dono ko improve kariye
5	best SARVICE
5	bad packaging with spilling issue
1	Ordered fruit salad but got fruit custard instead.
1	Not add in ice cream
1	There was no malai and ice cream in falooda just a milkshake
5	I ordered a falooda but a got a soup.<br/>i.d request please do read my comment and go ahead with your order..<br/>plus the packaging was horrible.<br/>
2	glas not 3000 ml . cut to af glas 2. ..............
2	I don't know which dish but I fell sick after eating. Intense stomach pain. 
5	over priced.
5	I told to give small bread for my daughter but didn’t provide....
2	exllant
5	ghar pe late pohcha iske liye cancel my order
5	Lovely lovely food the cheesecake was just amazing the quality and quantity with the price is great <br/>Packaging on point 🙌
4	bekar food
5	Did not reach in time and unprofessional approach. 
5	great service
5	Overall good experience but the pickles taste is not going with muglai and Mac and cheese
5	quantity was too less for the price....taste was awesome 
5	ordered paneer tikka lasagna and got corn capsicum lasagna and literally no sign of paneer. ridiculous.
2	super 
5	me 5 yrs se vadapav kha raha hu raju chacha ke bhot tasty h
5	vada is missing from vada pav
5	amazing 
5	very bad
2	very costly. Zomato charges are very high
1	good service
5	next time send some tissue
1	good
4	testy
5	I ordered 4 vada pav n i got only 3
5	Good
5	No instructions followed
5	love 🥰 it
5	mast vadapav hata
1	goog
5	ok
1	mayo bhot kam tha or butter to tha hi nhi..........
5	price too much for one vadapav......................35₹ for normal vadapav
5	there is no butter. i paid 1 butter vada paw for 35rs.
1	it's very spicy really bad experience about this order
4	3 pav main chatni nahi lagayi thi. decent taste fresh pav and decent vada also
1	very tasty vada pav with lots of complementary mirchi bhajiya..
5	delivery person was very rude.<br/>need to have personal hygiene.
5	Pani tha pani
5	nice 👍
5	Too much butter or oil used for preparation and the sambar was too oily. 
5	The foods are Very tasty and well prepared and you can chose among many menu options. I love the service at the place and the chef is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.<br/>
5	it was supposed to be brown or atleast chocolaty 
5	He is very humble 😍
5	refund please.. it's not at all a thick shake
5	I have received wrong Oder and no one is even reposnsinb proper
5	tast 3rd class
5	Third class waffle
5	Delivery came so late
5	Need to Improve the quality of Butterscotch Milkshake and Quantity too as it was filled only half the package 
1	Not for tge taste it was ok ok. But 1 for packaging.. As resturant iz taking packing chsrges but the packing was not sealed. Its very easy to take a sip nd close the lid.  How to ensure if someone taken a sip? And also my glass was to fully filled nd deliver also delayed. 
1	not a thick shake it was a milk shake and it wasnt even cold..bad
5	not satisfied completely watery it's not thick shake ....it's just juice 
5	This spot gives extraordinary service and yummy meals. One of my favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.
5	too overpriced.. very small quantity 
4	Obvious compensation needed for the mess created. 
4	The size of cheesecake was very small
5	Love❤️
4	
3	sadi hui brownie
3	not fresh
4	350 me pencake
4	lovee the taste! but a little unhappy with the portion size. 
5	Taste is different nd not fresh
5	ok
5	awesome taste and wonderful packaging .loved it do much ❤
5	The quantity was 20% less than promised.
5	The packing was amazing 😍
2	Excellent french desserts in town. Biscoff eclair is the best. Wish they add more french desserts like Entremets. 
3	please refund me the money for this order
5	Delicious cheesecakes and macroons! Happily  Recommended to my family and friends. Best desserts ever!
5	the brownies were hard and smaller then the previous order. I suggest the restaurant to work on there quality and portion size both. it was disappointing
5	Please keep up the excellent quality of your food always.<br/>Both items were very fresh and delectable.
2	a French patisserie in Surat thought it will be bit risky to order but it was worth the risk classic cheese cake and tiramisu choux was definitely really worth ordering once 
5	Biscoff Tart- it’s ok nothing “oh wow” factor ! If u have sweet tooth then you would like it ! But yes that biscuit crust is good and crispy !
1	super
3	very bad and missing item 
2	very nice 
3	super 
4	WTH....these kind of sweet shop should be banned... totally spoilt my mood
5	Worst experience with this restaurant
5	no supar
5	not crunchy like ghevar. it was not fresh. not tasty
5	<br/>good creators      <br/>Gooooooooooooooooooooooooooood
4	very cold.. I clearly insteuxtedbtonwerve hot. pathetic service zomato
3	good dilivary sarvice and fast dilivari very nice 
3	The food the really above expectations. Satisfactory 👍🏻<br/>
5	food is good.on time delivery 👍
5	Very less quantity
4	Quantity can be better than this in full plate tastes awesome though
5	Chicken was half cooked ! Was tasteless
4	Taste are diff with your every order<br/>so if u chinese lover find new one except this
5	quantity was good but tase was not good I am not satisfied with taste
1	worst packaging. whole item is spilled off. waste of my money
1	Poor quality third class item &amp; Too cold noodles &amp; not like eating &amp; Bad smile when open box
4	I excepted that the greeting card would be delivered physically. Not<br/>Just some digital text. Zomato tricked me :/
5	Very good quality of food and good customer service. Store team maintained very good hygiene standard of store 
5	bakwas services and foods 
5	excellent
5	the whole pizza was upside down .. hw am i to eat it?
5	Delivery was late than expected time..<br/>Pizza was spicy
5	Very disappointed
5	Excellent
2	superb!
1	Thanks a lot 👍👍👍
5	not worth the money
1	delicious burger tender and crispy chicken
5	always best 
1	best pasta i ever had👍🏼
1	very delicious...<br/>No flavour add option... for that need to call  resturant..<br/>please add flavour add on option.
1	always best
1	Always a pleasure to order 😀
4	Not worth the price n quantity!!!
1	vry bad spider was inside
2	The pizza was dead cold. Was expecting hot and Cheesy
1	it was awesome 👌
5	roti quality not good at all not freash spoiled waste of money
5	लोगों को इतना गंदा खाना खिला के बीमार करोगे ऐसे खाना देते हैं पैसा आप इतना ले रहे हो और खान   इतना गंदा खाना दे रहे हो हमारे भाइयों से लोग से रिक्वेस्ट है कभी भी होटल से खाना ना मंगाए  आप बीमार पड़ सकते हैं
5	worst service with bad price athics!
3	good
5	i have order 3 butter tandoori they have given 2 paratha
5	Bad taste. It is a potato curry and not sabudana khichdi
1	waste test 
1	Isse acha khana roud pe laari pe milta he<br/>Isse acha me bhukha sojata<br/>Idharse kabhi mat mangwana<br/>Bekar
5	Delay on delivery. Not responding calls .
1	paneer ki sabji aur chana ki sabji mahak gai hii
1	Packing time me dhayan he nahi dete kawan sa item order hai<br/>Kawan sa pack karna hai<br/>Mera ye item missing 
5	fast delivery 
3	Very less suki bhaji according to two pc paratha
1	to good 
4	I've left more than half Food quality was not good at all
5	all items delicious
1	nice
5	nyc
2	special dal batti bs naam ki h na papad na tha na salad bati puri jali hui thi did like it.
4	cocroz for in 2 panjabi thali not a good food please refund 
5	super
5	no it was worst as i told without spicy but they served spicy<br/>i will never order to hotel shyam<br/>&amp; will delete zomato too
1	not good test 
5	good food
5	Very good
4	let delivery<br/>delivery boy pese mang raha tha
5	ordered kadhi khichdi but received dal rice in gujarati thali😠
4	good
5	best experience 
5	zomato delivery guy delivered food before time which was commendable and I would definitely recommend you service. 
5	very googld personality
2	All Dal Dropped 
4	good 
1	very nice service
5	food sweet and chach is almost 6 to 7 days old..very unhealthy food...don't order from this restaurant 
4	good service
2	as per price dish was not perfect and not good.<br/>I can't  take enjoy of this thalis food due to having bed.<br/>
5	nyc
5	nice 
1	bakwas
5	the food was not fresh from paneer angara veg sabji..it was just yuck not worth it 
5	roti missing
3	superb .............................................
5	so tasty
1	this thali is not to good .non roti not prople.
1	No butter/ghee on bajri rotla<br/>Bhindi was tasty <br/>Dal was okay not bad. Overall decent food except some blunders.
5	Very disappointed with the quality and quantity in this rate compare to other thali very costly and not recommend to any body no butter milk in 189/- rupees dinner
5	bajri rotlo not available in the packaging ands all food  are not  good very disappointing  salad and sabji bigdi hui thi
5	namak alag se diya thank you for that lekin khane mein aise bhi zyada tha.. didn't wanted to disrespect the food that's why i ate &amp; didn't throw it in garbage. <br/>i asked for Masala khichdi &amp; there was no masala it felt like hospital khichdi which doctors give to patients.. 
5	bakvas food <br/>and pulav to kalka ho yesa tha<br/>koi food acha nai hai <br/>papad ke alava
3	not that good..<br/>roti is good...<br/>subji is not  testy<br/>rice and dal can be good...
5	only syrup not original flavour of kiwi not written message on cake
3	i would like a partial refund 
1	Cake is so youmm😋
2	Delivery Boy Is Best😊 Thank You Zomato
1	It’s completely bad and not also good in taste.
5	Fast service &amp; good taste
5	Good
5	cake deliver to me was damaged 
1	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
5	OSM
1	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
4	OSM
5	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
5	OSM
5	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
1	OSM
5	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
4	OSM
2	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
4	OSM
1	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
4	OSM
1	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
3	OSM
1	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
5	OSM
2	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
5	OSM
5	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
1	OSM
5	thank you so much Zomato <br/>and nutty bunches cake<br/>nice 👍 cake 🎂
5	OSM
5	I don't like to say but i had very bad experience with this one. what mrp they're showing and at what price we're getting is two different things for them i think. i don't do business thing but i atleast know that the price we pay for any purchases we can only pay maximum retail price not more than that.
5	Bhot khrab trst hai i thik ice cream bidg gyi hai
5	Your price 40 rupees n pay 60 why
2	Very small portion. 
5	product ke mrp 40rs print ha aur zomato pe 60 rs me sale ho raha ha 
5	ok
1	rate packet 40rs on box he frude say 70ml
5	Price and quantity so poor
2	mrp is 40 still they are changing 60+ delivery charges<br/>not satisfied with hotels dishonesty
5	Hiked prices are mentioned on the zomato and mrp is different. Zomato is also useless for the same.
1	not Selling Good Cake Weast Of Money
1	No thanks
3	best ever my child loved it
1	very hard tea
1	The packing is good too
5	good 
2	i did ask them to give extra bournvita but they didnt gave
5	"""best coffee in town !!!<br/>'must must try"""""""
5	Good quantity and Good food only peach tea came insted of lemon tea rest all ok 👍🏻
1	very disappointing
1	horrible executive service 
5	taste is not as regular surtea<br/><br/>you should have do better 
1	i have asked for cheese Maggie n i got plain Maggie 
1	ordered veg chees grilled sandwiche and I received without chees and not also lit grilled...
5	Awesom taste 👌🏼👍🏻
5	it was full of high lemon grass...<br/>tasting so bitter 
1	no
1	nice excellent 👍👍👍 testi coffee ☕☕
5	cheese is very less 
5	packing of maggii is very poor half of the dish is dripped out
1	order not received as per listed in menu 
5	too much spicy 
1	reasonable n perfect taste
1	no test 
5	my last order was too good. not satisfied with this items. sry
1	Tea was not boiled properly..tasted really weird..I am a regular customer of surtea because of its consistency but this time it was not at all up to the mark
5	everything was done in oven.  it became so hard. tasteless and not worth
5	test is best 
4	aloopuri quality is not well at all but delivery boy was very friendly 🥰
1	little bit spicy 
5	is this a joke with my order
1	it's not packed well.
4	good
4	superb test 
1	sev
5	Bekar
5	Very good packing
5	awesome
4	excellent
1	I dont like this oder packing thikh nhi &amp; oder garam bhi nhi mila 
5	bakvas
4	good
1	West of money in dabeli. as compared to money no test in dabeli. no test.
5	its too dry..bread was also not seems to be fresh.bread was falling apart
4	We ordered mushroom veloute &amp; manchow soup both were amazing &amp; in pesto paneer tikka &amp; masala papad  were also good .For main course paneer tikka masala &amp; butter roti &amp; naan were nice . Tadkewali dal was best &amp; quantity of dal &amp; rice was also good . Prices are worth it as per ambience &amp; area  &amp; food quality.  
5	Overall biryani was good only
5	Forgot to send cutlery 
5	Horrible smell from the food
4	excessive time
1	This was my second time experiencing your delicious menu and in future I look forward to it
5	Excellent taste of spring rolls
4	.
1	The food over here was always good and after the renovation the restaurant and the banquet both looks amazing!
1	The quantity of food was very good..loved the food... ambience was awesome... proper safety measures were taken in view of the Covid-19 pandemic...
5	We ordered burnt garlic soup and manchow soup ---- manchow was good burnt garlic was weird <br/>Starters ::: sizlling potatoes was having extra salt <br/>Main course : very very bad tasting with extra salt and masala 's <br/>Should teach the cook<br/>
1	burt masala dosa
1	I order 3 item but received 2 item tell me How 
1	supar dost thanks
5	third class dhosa
1	gud
1	bakvaas khana he ye.....minas 200 rating dunga
5	mendu vada so oily and test is third class and sambhar so salty😈😈😈😈
5	sooo cheappp
1	third class quality dosha is totally burn and sambhar is not good
4	Taste was delicious too lower price good quality and quantity given this restaurant I reffer my all friends and family 
1	namak nahi tha 
1	Pay for Nothing...i wast my money for ordering from your restaurant
5	good
5	food was smelling bad
3	zomato jaise platform pe sv food cornar jaisha thela nahi   <br/>hona chahiye
2	pooor quantity and quality
5	yummy 😋
5	Worst quality of the food sent by the restraunt even the dogs would never eat those stale dosa and idl sent by the restraunt aak thooo what a shame how zomato has taken this restraunt int the list. if u want to waste ur valuable money on these kind of zomatos restraunt than u r most wlecome to waste ur hard earnee money and get laid in a good hospital for weeks. 
4	for the size of Dosa and amount charged is not at all reasonable 
1	Idly and mysore masala dosa are so bad.Chutney was okay range but vada and sambhar are very bad.I ha
5	bekar tha bhai esa koi dhosa Banta he kya jala huwa
1	food was good but restaurant address is incorrect. it showed udhnagam but was far away from dindoli
2	theek hai🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1	ghjjvhcczcbiibgcknbvf: ama@24 one orga Sujutsujeet Sandeep Rafat SS8
5	Idli so hard<br/>Tastes like spoiled idli. Feels like yesterday's reheated food.
5	taste was actually very very bad 😕 cheese thik se nhi tha koi taste he nhi tha pata nhi kya bana k bhej diya..raat ko banane ka kantala aa raha tha tau order cancel kr dete itna ghatiya bhaji bhejne ki kya zaroorat thi? very disappointing. I wanted it to throw out lekin hamare yaha khane ko phenkte nhi esliye aapki ghatiya pavbhaji bhi khaani padi and I feel so bad now that why I filled my stomach with such bad tasted bhaji😫
3	Not good food for taste and health
1	it's oily noodle and smell like dirty 
4	ekadam ghatiya quality
1	tasty
1	nathi maza not like pav bhaji<br/>I though half
1	They are very bad at sending right orders to right customers.. my order was PURE JAIN I mentioned while ordering it and also made a call that please make it PURE JAIN but they where VERY VERY careless about the order..<br/>…………………..DO NOT ORDER FROM HERE…………………..
1	test is not good...so spicy...
2	Both item was raw i throw it. Not any taste smell bad and totally raw food
1	best quality<br/>jabardast teast 
1	too let for food prepared 
2	not as expected 
5	no chutney in parcel
5	wastage of money...Hukm taste
5	bansh kro kaki ni bhaji ma zomato
1	very late delivery
1	wastage of money...Hukm taste
4	bansh kro kaki ni bhaji ma zomato
1	very late delivery
4	wastage of money...Hukm taste
1	bansh kro kaki ni bhaji ma zomato
2	very late delivery
5	wastage of money...Hukm taste
1	bansh kro kaki ni bhaji ma zomato
3	very late delivery
5	wastage of money...Hukm taste
1	bansh kro kaki ni bhaji ma zomato
1	very late delivery
5	wastage of money...Hukm taste
3	bansh kro kaki ni bhaji ma zomato
1	very late delivery
1	wastage of money...Hukm taste
5	bansh kro kaki ni bhaji ma zomato
3	very late delivery
2	wastage of money...Hukm taste
4	bansh kro kaki ni bhaji ma zomato
1	very late delivery
5	wastage of money...Hukm taste
5	bansh kro kaki ni bhaji ma zomato
2	very late delivery
1	good
5	No Glass Provide 
5	it was full of sugar and too sweet 
5	bohot acha
1	Pani hai ki juice hai
1	worst juices i every drank
1	I have orderd juice but no glass no strow in juice bag . This is not good .very bad experince.
2	help our son at time of rain at INS HOSPITAL <br/>THANKS LOT
5	I asked without sugar juice which was accepted..but send with sugar juice
5	very reasonable rate then others taste and quality also good 
1	Carrots mix😃👎👎👎👎👎
1	Superb test
2	the juice has artificial sweetness in it...not worth...not fresh
1	Never order again totally bakvash
5	dissatisfied
4	this is apple juice with Green colour. <br/><br/>return to my paymentt
5	good
4	testless juice delivered
5	😡😡😤🤮
5	seen insects dead and floating in the juice.. what shoud i do now. i have ordered 2 to 3 times past 3 days.. i didnt motice anything. but today morining i noticed it. after receiving the parcel
5	need refund....taste was pathetic
5	All juice are bad... Juice smells bad.. i threw it in the trash
5	i have placed an order of pesto pasta and they have sent me this
5	very good
1	Good taste <br/>Cooking instructions followed very carefully
1	Greatest food by this cafe. I always order lababdar and cheese naan. I loved it.
4	Bad taste less quantity high prices worst packaging
3	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
5	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
5	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
4	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
5	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
5	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
3	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
3	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
5	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
5	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
5	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
1	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
3	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
2	after long time I had super tasty mysore dosa. thanks Mysore express and Zomato. 
1	Enjoyed the dinner from Mysore Express Restaurant. Looking forward to try other items from your menu.
3	olive
1	worst pasta ever tasted. 
3	well timing
1	Loved it.
1	more then worst I don't know how to react.. there is no salt in pasta I hate it.. 
1	Totally awesome taste with awesome customer satisfaction by giving wodden forks &amp; spoons
1	Only 2 packs delivered due to u availability
1	Substandard packaging - Seal and opening do not work. 
2	it's molded..... disgusting 
1	wish there was vanila choco chip  
1	They have best breads to offer. Couldn't imagine we r getting such good and healthy  breads in Surat now.
2	the bread is stale. it's worst experience.  after calling  Bakers Dozen I got few calls and now saying that they will change bread tomorrow afternoon which isn't acceptable. kindly repay my money.
1	the banana bread was so moist that the taste melted in the mouth 😋❤
2	There are lots of varieties in croissants- hope to have them from you very soon
1	bitter taste. something went wrong in the ingredients
1	both things were hum but there cn be more choclate in crosiant!
2	Could be way better and more fresh.
1	i ordered bhature and rice both but i received bhature only even after discussion I have not received rice.
1	very bad packaging and taste 
1	Nice Dilevery 
1	all food are not good alu not boil Chana also not boil
1	not good 
5	very good👍
5	Excellent on all the parameters
1	good
1	Family meal include Curd and Achar but there was no Curd and Achar in delivery basket... 
1	good experience 
5	I highly like all food ☺️ tasty or delicious.....i enjoyed lot.
2	lajawab test
1	nice food 
1	Insect in the food
1	good food<br/>
2	Tasteless and Poor Quality. 
1	cold drink 
1	Pathetic and worst.
5	It was too hot🔥<br/>
1	GOOD TEST
1	Nice💙
1	Very Very nice taste like home
3	one almost packed unused
1	Quality And Taste So Bad….
4	didn't give salad and food is not proper paked not happy with service
1	food was fully cold and it's horrible to accept such food
1	Don’t order form this restaurant it soo dirty
1	Must try place
4	no egg in pulaav
5	to.much good my order
5	We ordered paneer chatpata from here.<br/>I think they provide the best quality food in affordable rates.<br/>The taste and quality was outstanding. Delivery was fast with maintaining properly packing.
1	not gud
1	don't order at all bakwas biryani<br/>no quality and no quantity 
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
5	My order instructions were not followed and quantity of foof is very low
5	nice food
1	Bahot jaada carj le rahe he
3	Pice is costly
1	Tres Bien !!
5	Best paan in all over surat city &amp; best quality ingredients using in paan making.
1	why item was missing??<br/>need refund of that 
1	Best quality of food in this price 😋
3	Have added cooking instructions to keep spicy  but they have make opposite of it.No Taste Only waste
3	Taste was good and I liked the packing standard that they are following with maintaining the hygiene.
1	great taste
2	have order the juice and milk but while order came milk is opened and its only half i have attached the picture please give me solution it's very bad  experience with zomato 
3	Bhatt hi ghatiya he koy oder na kre
1	Not good. Ordered online but restaurant didn’t know order till 1 hr and when I approach to
5	superb test 
1	I wasted my money
5	very fast delivery 
1	very bad experience<br/>they gave me small ass 50 rupees pizza at the rate 200/- 
1	The food was not justifying the price at all.
1	waste of money 
1	Pasa bahot ziyada tha pizza ka hisab sa test acha tha
3	Test not good <br/>Brad size so broad<br/>West of money this restaurant
1	nice
2	so good
2	excellent service
3	good
1	it's very tasty and services also appreciated 
2	I’m ordering 2 lacha paratha but delivery only 1 lacha paratha and 2 roti
5	good taste 
2	Overall Horrible Experience. Thank you very much
5	disappointed with taste i told to add red chutney but they didn't kept
5	it's very tasty.. proper Punjabi taste..best Lachcha Prantha
5	chaap was good but less in qty.  and roti was just like rubber.
1	totally waste of money... chole was stinking and taste is also so bad so bad experience i hve to think twice before ordering from the zomato😡
1	taste of food was average as we expected alot...but the taste was average
5	Perfect place for punjabi taste ..loved it 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍🤩🤩🤩🥰🥰🥰🥰🥰😍😍🤩🤩😍🥰🤩🥰🤩😍😍😍😍😍
1	<br/><br/>
1	the spinach balls gof soggy due to the salad fluid and improper packaging...even though special instructions were given to the restaurant about the packaging but that was ignored and not followed..also a thin wire came out of the dip which came along with it. strict hygiene issues!!
5	It was clean and well managed .service was super quick even on Sunday ...food was there in 10 minutes ...we ordered sandwich and pink sauce pasta ...both were good ...best was culhad tea ...good place to visit atleast for once for some change
5	The bunglow coffee house ☕<br/><br/>Do yourself a favor and visit this lovely cafe. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything we tasted was a surprise.<br/>Highly recommend!<br/><br/>Try the burger it was the star of the cafe.<br/>Go for cranberry ice tea.<br/>And the pasta is worth trying.
5	worst food
5	Tasty Dosa…..
3	Plz give me return my money bcz we can’t eat that meal bcz of taste and not proper steam
1	please don't include this type of restaurant in zomato. once again bad experience of this restaurant. zomato rating of this restaurant looks like fake. very late delivery. food is not up to the standard quality.
4	not testy 
5	it was full jeera and dosa was burned
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
2	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
2	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
5	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
5	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
3	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
5	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
5	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
2	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
2	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
1	Awesome Authentic South Indian Food.<br/>Ghee Podi Masala Dosa<br/>Butter Bandi Dosa<br/>Cheese Palak Dosa<br/>Theses Dosa are speciality.
1	The taste of chutney and sambhara was also very good.<br/>authentic South Indian taste.
5	it was tasty but very spicy 🔥
5	Murgh Tikka biryani was so nicely packed and tasted delicious.💙
5	just amazing...I have been regularly relishing the food from Ocean Star...It still amazes me everytime...big thumbs up to the whole team for taking care of my taste buds 
1	i don't like food teast quality and quantity not good
5	overall a very nice experience. Balanced spices and cream I must say. Looking forward for many other good experiences similar. Keep the Taste up 😜
1	Taste &amp; quantity was not too good as expected...<br/>..
5	Worst chicken i ever had it was way too much chewy and raita too was not good over all worst food
5	Good quality of the food for takeaway.
4	Food not packed well that any delivery boy or any else can grab it before meal reached
